adult,belongs_to_collection,sequel,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,War,TV_Movie,Horror,Western,Foreign,Comedy,Documentary,Science_Fiction,Mystery,Fantasy,Crime,Action,Adventure,Drama,Thriller,Family,Animation,Romance,History,Music,vote_total
False,,0,29000000.0,"['Comedy', 'Drama']",http://www.florencefosterjenkinsmovie.com/,315664,tt4136084,en,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",10.829116,/aBjQeNw7JBpXWGFaPYcGNlecRyr.jpg,"['BBC Films', 'Qwerty Films', 'Pathé']","['GB', 'US']",5/6/2016,48902953.0,110,['en'],Released,"People may say I couldn't sing, but no one can say I didn't sing",Florence Foster Jenkins,False,6.7,409,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2740.3
False,My Big Fat Greek Wedding Collection,1,18000000.0,"['Romance', 'Comedy', 'Family']",,302688,tt3760922,en,My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",6.344961,/gN7Su6RP9zDXJigHGyGLnRaWqsb.jpg,"['Universal Pictures', 'Playtone', 'HBO Films', 'Gold Circle Films']","['CA', 'US']",3/23/2016,88923251.0,94,['en'],Released,People change. Greeks don't.,My Big Fat Greek Wedding 2,False,5.6,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1836.8
False,,0,13000000.0,"['Drama', 'Music']",http://sonyclassics.com/isawthelight/,297806,tt1490785,en,I Saw the Light,"Singer and songwriter Hank Williams rises to fame in the 1940s, but alcohol abuse and infidelity take a toll on his career and marriage to fellow musician Audrey Mae Williams.",4.654312,/xisJZ4Lmeib5ZzI2aIqwpMlGaQX.jpg,"['Bron Studios', 'RatPac Entertainment']",['US'],2/5/2016,1646788.0,123,['en'],Released,The story of Hank Williams,I Saw the Light,False,5.9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,283.20000000000005
False,,0,15000000.0,"['Action', 'Comedy']",http://keanumovie.com/,342521,tt4139124,en,Keanu,Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,7.9420839999999995,/udU6t5xPNDLlRTxhjXqgWFFYlvO.jpg,['New Line Cinema'],['US'],4/21/2016,20566327.0,94,['en'],Released,"Kitten, please.",Keanu,False,6.0,434,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2604.0
False,,0,3000000.0,"['Comedy', 'Drama', 'Romance']",http://loveandfriendshipmovie.com/,296360,tt3068194,en,Love & Friendship,"From Jane Austen’s novella, the beautiful and cunning Lady Susan Vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. Two young men, handsome Reginald DeCourcy and wealthy Sir James Martin, severely complicate her plans.",12.822085000000001,/v1Vrrmh8CH9waRdwbRRZqKy8Jr5.jpg,"['Blinder Films', 'Chic Films', 'Amazon Studios', 'Westerly Films', 'Revolver Amsterdam']","['GB', 'US', 'IE', 'NL', 'FR']",5/27/2016,14016568.0,94,['en'],Released,A lady never reveals her tactics.,Love & Friendship,False,6.4,171,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1094.4
False,,0,10000000.0,['Comedy'],http://www.everybodywantssomemovie.com/,295699,tt2937696,en,Everybody Wants Some!!,A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.,6.7377970000000005,/mIpd0rGxruvxCnMSmh4gd8wuhmv.jpg,['Annapurna Pictures'],['US'],3/30/2016,3400278.0,116,['en'],Released,Here for a good time not a long time,Everybody Wants Some!!,False,6.3,419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.7
False,,0,4000000.0,"['Romance', 'Drama', 'Music']",,369557,tt3544112,en,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,10.672862,/s0C78plmx3dFcO3WMnoXCz56FiN.jpg,"['Cosmo-Films', 'Likely Story', 'FilmNation Entertainment', 'Filmwave Pictures', 'PalmStar Media', 'Distressed Films']","['IE', 'GB', 'US']",3/11/2016,13624522.0,106,['en'],Released,Boy meets girl. Girl unimpressed. Boy starts band.,Sing Street,False,8.0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5352.0
False,,0,5000000.0,"['Comedy', 'Drama', 'Romance']",,370755,tt5247022,en,Paterson,"Set in the present in Paterson, New Jersey, this is a tale about a bus driver and poet.",10.300307,/AuJ1ZlfqwuAr9H5Qr1U9KILylse.jpg,"['Amazon Studios', 'K5 Film', 'Animal Kingdom', 'Inkjet Productions']","['FR', 'DE', 'US']",11/17/2016,2152738.0,118,['en'],Released,"If you ever left me, I'd tear my heart out and never put it back",Paterson,False,7.0,311,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2177.0
False,The Huntsman Collection,1,115000000.0,"['Action', 'Adventure', 'Drama']",http://www.thehuntsmanmovie.com/,290595,tt2381991,en,The Huntsman: Winter's War,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",17.260203,/b77l5vmp6PYsc98LE6Uf1mXtmHh.jpg,"['Universal Pictures', 'Perfect World Pictures', 'Roth Films']",['US'],4/6/2016,164602163.0,114,['en'],Released,The story before Snow White,The Huntsman: Winter's War,False,6.0,1575,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9450.0
False,Neighbors Collection,1,35000000.0,['Comedy'],http://www.neighbors-movie.com/,325133,tt4438848,en,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,9.914008,/bWUeJHbKIyT306WtJFRHoSzX9nk.jpg,"['Universal Pictures', 'Perfect World Pictures', 'Point Grey Pictures', 'Good Universe']",['US'],5/4/2016,108758521.0,91,['en'],Released,New neighbors.,Neighbors 2: Sorority Rising,False,5.6,1490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8344.0
False,,0,15000000.0,['Drama'],http://www.ifcfilms.com/films/the-man-who-knew-infinity,353326,tt0787524,en,The Man Who Knew Infinity,"Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy.",8.445423,/stXjVMZlY8khhjiJYrq4DdQ5uyV.jpg,"['Animus Films', 'Edward R. Pressman Film', 'Kreo Films FZ', 'Xeitgeist Entertainment Group', 'American Entertainment Investors']","['GB', 'US']",4/8/2016,11472454.0,108,"['sa', 'en', 'ta']",Released,What does it take to prove the impossible?,The Man Who Knew Infinity,False,7.2,314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2260.8
False,,0,27000000.0,['Thriller'],,303858,tt2241351,en,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,11.953822,/4BKptydRqLY9dQoAghJJJmrJuwR.jpg,"['TriStar Pictures', 'Sony Pictures Releasing', 'Smokehouse Pictures', 'LStar Capital', 'Allegiance Theater']",['US'],5/12/2016,93282604.0,98,['en'],Released,Not every conspiracy is a theory.,Money Monster,False,6.5,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7124.0
False,,0,30000000.0,"['Fantasy', 'Comedy', 'Family']",http://www.ninelivesmovie.com/,322240,tt4383594,en,Nine Lives,A stuffy businessman finds himself trapped inside the body of his family's cat.,10.000208,/ni1AgkFH0RftjgBaUOjjnmOpcYp.jpg,"['EuropaCorp', 'Fundamental Films']","['CN', 'FR']",8/3/2016,57814445.0,87,['en'],Released,His life just got put on paws.,Nine Lives,False,5.5,289,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1589.5
False,,0,15000000.0,"['Comedy', 'Drama']",http://DontThinkTwiceMovie.com,356298,tt4972062,en,Don't Think Twice,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",8.067119,/wk95hhQtASvNT6M6NjEFOfetq90.jpg,"['Cold Iron Pictures', 'The Film Arcade']",['US'],7/22/2016,4417667.0,90,['en'],Released,The spotlight's not for everyone.,Don't Think Twice,False,6.4,161,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1030.4
False,Barbershop Collection,1,20000000.0,['Comedy'],,326423,tt3628584,en,Barbershop: The Next Cut,"It’s been more than 10 years since our last appointment at Calvin’s Barbershop. Calvin and his longtime crew, including Eddie, are still there, but the shop has undergone some major changes. Most noticeably, our once male-dominated sanctuary is now co-ed. The ladies bring their own flavor, drama and gossip to the shop challenging the fellas at every turn. Despite the good times and camaraderie within the shop, the surrounding community has taken a turn for the worse, forcing Calvin and our crew to come together to not only save the shop, but their neighborhood.",8.468401,/aUPjbU8gnMtl84Qyybi873jawE5.jpg,"['New Line Cinema', 'Cube Vision', 'MGM']",['US'],4/15/2016,55030051.0,112,['en'],Released,Everybody's back for a fresh cut,Barbershop: The Next Cut,False,6.2,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.2
False,,0,10000000.0,"['Drama', 'Romance']",http://www.thechoice.movie/,330483,tt3797868,en,The Choice,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,8.28378,/7EenqQdtZjOeBAAlxNtnG1eLHnf.jpg,"['Lionsgate', 'Nicholas Sparks Productions']",['US'],2/4/2016,18730891.0,111,['en'],Released,Let your heart decide.,The Choice,False,6.7,527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3530.9
False,,0,15000000.0,['Thriller'],,205588,tt1995390,en,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",8.569996000000002,/vZklhnvecz1mA5pv93v20fLdO8Y.jpg,"['StudioCanal', 'Film4', 'Anton Capital Entertainment (ACE)', 'The Ink Factory', 'Potboiler Productions', 'Amazon Prime Instant Video']","['FR', 'GB']",5/5/2016,9930095.0,108,"['ru', 'en', 'fr']",Released,Who Can You Trust With The Truth?,Our Kind of Traitor,False,6.0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,972.0
False,Finding Nemo Collection,1,200000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",http://movies.disney.com/finding-dory,127380,tt2277860,en,Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,14.477676999999998,/z09QAf8WbZncbitewNk6lKYMZsh.jpg,"['Walt Disney Pictures', 'Pixar Animation Studios', 'Hurwitz Creative']",['US'],6/16/2016,1028570889.0,97,['en'],Released,An unforgettable journey she probably won't remember.,Finding Dory,False,6.8,4333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,29464.399999999998
False,,0,29000000.0,['Comedy'],http://www.thebossfilm.com/,323676,tt2702724,en,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",7.533146,/w8smnnIVlEeFwD4Z0pKPC3RN2xT.jpg,['Universal Pictures'],['US'],4/7/2016,78636257.0,91,['en'],Released,Watch your assets,The Boss,False,5.5,441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425.5
False,,0,20000000.0,['Action'],http://www.bastilledayfilm.co.uk,333669,tt2368619,en,Bastille Day,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",12.119295,/8QcOMU8vFSInSJ1kE7Naor7L2vM.jpg,"['StudioCanal', 'TF1 Films Production', 'Canal+', 'Vendome Pictures', 'Anonymous Content', 'Anton Capital Entertainment (ACE)', 'Amazon Prime Instant Video']","['LU', 'FR', 'GB', 'US']",4/22/2016,14397593.0,92,"['en', 'fr']",Released,With law comes disorder,Bastille Day,False,6.0,378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2268.0
False,,0,50000000.0,"['War', 'Action', 'Drama', 'History', 'Thriller']",http://stxmovies.com/freestateofjones/,316152,tt1124037,en,Free State of Jones,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",10.223582,/sxutq7sXcaMy8b4OguaWZwWrchM.jpg,"['Larger Than Life Productions', 'Vendian Entertainment', 'Route One Films']",['US'],6/24/2016,25035950.0,139,"['en', 'de']",Released,Based on the incredible true story.,Free State of Jones,False,6.6,439,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2897.3999999999996
False,,0,73000000.0,"['Family', 'Animation']",http://www.angrybirds-movie.com/en/,153518,tt1985949,en,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",11.171927,/t2mZzQXjpQxmqtJOPpe8Dr2YpMl.jpg,"['Columbia Pictures', 'Rovio Entertainment', 'Sony Pictures Imageworks (SPI)', 'Rovio Mobile', 'Rovio Animation']","['FI', 'US']",5/11/2016,349779543.0,97,['en'],Released,Why so angry?,The Angry Birds Movie,False,5.9,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6183.200000000001
False,,0,9200000.0,"['Action', 'Thriller', 'Drama']",,188540,tt2555958,en,Arrambam,"The film's plot is set in the backdrop of 26/11 serial blasts in Mumbai, and revolves around Ashok Kumar (Ajith), who is on a mission to expose a scam regarding faulty bullet proof jackets that are provided to security forces, which resulted in many bloody deaths including his best friend and colleague, Assistant Commissioner Sanjay (Rana).",0.882864,/yoBmW0zdo3m97QFieaxfRELEino.jpg,['Sri Sathya Sai Movies'],['IN'],10/31/2013,21000000.0,157,['ta'],Released,,Arrambam,False,6.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,48.0
False,,0,25000000.0,['Comedy'],http://www.seemothersday.com/home,353069,tt4824302,en,Mother's Day,Intersecting stories with different moms collide on Mother's Day.,8.309565,/7tgBdoplLSkHfaB523tzqLACs1Z.jpg,"['Open Road Films (II)', 'Gulfstream Pictures', 'PalmStar Media', 'Capacity Pictures', 'May Day Movies', 'Rice Films', 'Triad Film Works', 'Beatnik Films']",['US'],4/28/2016,48418160.0,118,['en'],Released,Celebrate the one day that connects us all,Mother's Day,False,5.8,391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.7999999999997
False,,0,40000000.0,"['Drama', 'Thriller']",http://snowdenfilm.com/,302401,tt3774114,en,Snowden,CIA employee Edward Snowden leaks thousands of classified documents to the press.,14.384554000000001,/mWOotrG1MMKP9iCy2uPepbu27jk.jpg,"['Endgame Entertainment', 'Onda Entertainment', 'KrautPack Entertainment']","['DE', 'US']",9/15/2016,37279439.0,134,['en'],Released,The only safe place is on the run.,Snowden,False,7.0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8995.0
False,,0,20000000.0,"['Action', 'Adventure', 'Animation', 'Family']",http://www.ratchetandclankmovie.com,234004,tt2865120,en,Ratchet & Clank,"Ratchet and Clank tells the story of two unlikely heroes as they struggle to stop a vile alien named Chairman Drek from destroying every planet in the Solana Galaxy. When the two stumble upon a dangerous weapon capable of destroying entire planets, they must join forces with a team of colorful heroes called The Galactic Rangers in order to save the galaxy. Along the way they'll learn about heroism, friendship, and the importance of discovering one's own identity.",9.115939,/q4KgzBRorknuSeQN1q8jxlyg8ux.jpg,"['Rainmaker Entertainment', 'Blockade Entertainment', 'Sony Computer Entertainment']","['CA', 'HK', 'US']",4/13/2016,8821329.0,94,['en'],Released,Ready to kick some asteroid!,Ratchet & Clank,False,5.4,188,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1015.2
False,,0,50000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",http://www.warnerbros.com/nice-guys,290250,tt3799694,en,The Nice Guys,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,16.075615,/vNCeqxbKyDHL9LUza03V2Im16wB.jpg,"['Silver Pictures', 'Warner Bros.', 'Waypoint Entertainment', 'Bloom', 'Nice Guys', 'Misty Mountains']","['GB', 'US']",5/15/2016,62788218.0,116,['en'],Released,Private dicks,The Nice Guys,False,7.0,2382,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,16674.0
False,,0,30000000.0,"['Comedy', 'Drama']",http://www.ahologramforthekingfilm.com/,270010,tt2980210,en,A Hologram for the King,"Alan Clay, a struggling American businessman, travels to Saudi Arabia to sell a new technology to the King, only to be challenged by endless Middle Eastern bureaucracy, a perpetually absent monarch, and a suspicious growth on his back.",9.104543,/dDHJBd2iv7KTDzI7ybNLs31vvkM.jpg,"['X-Filme Creative Pool', 'Kasbah-Film Tanger', 'Playtone', '22h22', 'Fábrica de Cine', 'Primeridian Entertainment']","['MX', 'FR', 'DE', 'GB', 'US']",4/22/2016,4212494.0,97,"['ar', 'en', 'it']",Released,How far will you go? To find yourself.,A Hologram for the King,False,5.8,347,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012.6
False,Alvin and the Chipmunks Collection,1,15000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,tt2974918,en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",14.307672,/Lg83xE4X2EBiXkA1ZCu6dFOjSx.jpg,"['Regency Enterprises', 'Fox 2000 Pictures', 'Sunswept Entertainment', 'Bagdasarian Productions', 'TSG Entertainment']",['US'],12/17/2015,233755553.0,92,['en'],Released,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,False,5.7,438,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2496.6
False,,0,17000000.0,"['Horror', 'Drama', 'Thriller']",http://www.theshallows-movie.com,332567,tt4052882,en,The Shallows,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",13.689175,/6vuxwCfBejPfUjMxrPgk0ANmVFq.jpg,"['Columbia Pictures', 'Ombra Films', 'Weimaraner Republic Pictures']",['US'],6/24/2016,119100758.0,86,['en'],Released,What was once in the deep is now in the shallows.,The Shallows,False,6.2,1619,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10037.800000000001
False,,0,137731.0,"['Adventure', 'Family', 'Fantasy']",,89868,tt0119870,en,Paws,A talking Terrier with impressive computer skills teams up with two youngsters to stop a million dollars from falling into the wrong hands.,1.78367,/iLTqPlkaFoFLPk5nTvbfaG09CwH.jpg,[],"['AU', 'GB']",9/25/1997,1778391.0,83,['en'],Released,Some heroes are all talk.,Paws,False,3.9,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31.2
False,Alice in Wonderland Collection,1,170000000.0,"['Family', 'Fantasy']",http://movies.disney.com/alice-through-the-looking-glass,241259,tt2567026,en,Alice Through the Looking Glass,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",14.616079999999998,/7rfucKCjV01OEsGr9grXa34Aywd.jpg,"['Walt Disney Pictures', 'Team Todd', 'Tim Burton Productions', 'Roth Films', 'Legend3D']","['GB', 'US']",5/25/2016,299370084.0,113,['en'],Released,It's time for a little madness.,Alice Through the Looking Glass,False,6.5,1782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11583.0
False,,0,140000000.0,"['Adventure', 'Family', 'Fantasy']",http://movies.disney.com/the-bfg,267935,tt3691740,en,The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",18.769476,/xMvzfhXZdfeLBZZUIQRB4vw1EtA.jpg,"['Walt Disney Pictures', 'Amblin Entertainment', 'Reliance Entertainment', 'Kennedy/Marshall Company, The', 'Walden Media']","['IN', 'US']",6/1/2016,183345589.0,120,['en'],Released,The world is more giant than you can imagine.,The BFG,False,6.0,1026,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6156.0
False,,0,19000000.0,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",http://www.sausagepartymovie.com,223702,tt1700841,en,Sausage Party,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",17.56963,/w90cORtNWQAd2k93aFlIBbpQYTC.jpg,"['Columbia Pictures', 'Sony Pictures Animation', 'Sony Pictures Entertainment', 'Annapurna Pictures', 'Point Grey Pictures', 'Nitrogen Studios Canada']","['CA', 'US']",7/11/2016,140705322.0,83,['en'],Released,Always use condiments,Sausage Party,False,5.6,2310,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,12936.0
False,,0,5000000.0,"['Adventure', 'Comedy', 'Drama', 'Romance']",http://www.bleeckerstreetmedia.com/captainfantastic,334533,tt3553976,en,Captain Fantastic,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,16.519276,/fnaGmGCWgGOQjCpM0TqKPZJ5x85.jpg,"['Electric City Entertainment', 'ShivHans Pictures', 'Post Haste Digital']",['US'],7/2/2016,5879736.0,119,"['eo', 'en']",Released,He Prepared Them for Everything Except the Outside World.,Captain Fantastic,False,7.9,1569,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,12395.1
False,,0,3200000.0,"['Comedy', 'Drama']",,337154,tt4501454,en,The Meddler,An aging widow from New York City follows her daughter to Los Angeles in hopes of starting a new life after her husband passes away.,5.510288,/jRkOmIqH0FicZBgkQSOip49syxl.jpg,[],['US'],4/5/2016,4267218.0,100,['en'],Released,,The Meddler,False,6.0,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,534.0
False,Now You See Me Collection,1,90000000.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']",http://nowyouseeme.movie,291805,tt3110958,en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",39.540653000000006,/hU0E130tsGdsYa4K9lc3Xrn5Wyt.jpg,"['Summit Entertainment', 'Lionsgate', 'K/O Paper Products', 'TIK Films']","['CA', 'CN', 'GB', 'US']",6/2/2016,334901337.0,129,"['zh', 'en']",Released,You Haven't Seen Anything Yet,Now You See Me 2,False,6.7,3362,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,22525.4
False,,0,30000000.0,"['Comedy', 'Drama', 'Romance']",http://www.cafesocietymovie.com/#,339397,tt4513674,en,Café Society,"The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age.",9.2467,/hRrF8R32WIldNEMLOhtNrz9OfAZ.jpg,"['Gravier Productions', 'Perdido Productions']",['US'],5/11/2016,43763247.0,96,['en'],Released,Anyone who is anyone will be seen at Café Society.,Café Society,False,6.4,826,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5286.400000000001
False,,0,3000000.0,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",http://swissarmyman.com/,347031,tt4034354,en,Swiss Army Man,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",9.196678,/9BdJz7b4WdJul0KVu42YFEgqzyp.jpg,"['A24', 'BlackBird', 'Tadmor']",['US'],6/24/2016,4210454.0,97,['en'],Released,We all need somebody to lean on.,Swiss Army Man,False,6.8,839,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,5705.2
False,,0,15000000.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",,301804,tt3174376,en,Before I Wake,About an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,9.449103,/iO1J7a0kzgqdfP9g4F5pyaczp9R.jpg,"['Intrepid Pictures', 'Relativity Media', 'Demarest Films', 'MICA Entertainment']",['US'],4/7/2016,3295624.0,97,['en'],Released,Fear your dreams.,Before I Wake,False,6.2,416,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2579.2000000000003
False,Teenage Mutant Ninja Turtles (Remake) Collection,1,135000000.0,"['Fantasy', 'Action', 'Adventure', 'Comedy']",http://www.teenagemutantninjaturtlesmovie.com/,308531,tt3949660,en,Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",13.047775999999999,/5BCpxPLyp4wGcTribpZ6WtNkVJ5.jpg,"['Paramount Pictures', 'Nickelodeon Movies', 'Platinum Dunes', '5150 Action', 'Gama Entertainment Partners']","['CN', 'US', 'HK']",6/1/2016,245623848.0,112,['en'],Released,Raise some shell.,Teenage Mutant Ninja Turtles: Out of the Shadows,False,5.8,984,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5707.2
False,,0,4000000.0,"['Horror', 'Thriller']",,257345,tt1878841,en,The Darkness,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,12.187189,/g3IYNRZhWmn9wceOxwVuOqAymZa.jpg,"['Universal Pictures', 'Blumhouse Productions', 'Chapter One Films']",['US'],5/13/2016,10898293.0,92,['en'],Released,Evil comes home,The Darkness,False,4.5,162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,729.0
